timestamp,CROISSANTS,DJEMBES,JAMS,KELP,PICNIC_BASKET1,PICNIC_BASKET2,RAINFOREST_RESIN,SQUID_INK,SYNTHETIC_BASKET,SPREAD,SPREAD_PCT
85900,4272.5,13379.5,6525.0,2036.5,58626.0,30273.5,9997.0,1814.5,58589.5,36.5,0.062297852004198705
86000,4272.5,13379.5,6525.5,2037.0,58622.5,30273.0,10000.0,1816.0,58591.0,31.5,0.053762523254424745
86100,4272.5,13379.5,6524.5,2036.5,58620.5,30271.5,10000.0,1813.5,58588.0,32.5,0.05547211032976036
86200,4272.5,13379.5,6524.0,2036.0,58615.0,30269.0,10000.0,1816.0,58586.5,28.5,0.04864601913410086
86300,4272.5,13379.5,6524.0,2036.5,58614.5,30269.5,10001.0,1814.5,58586.5,28.0,0.04779258020192365
86400,4272.5,13378.5,6524.0,2036.5,58612.5,30268.0,10000.0,1813.5,58585.5,27.0,0.046086488977648055
86500,4272.5,13378.5,6524.0,2036.5,58612.5,30270.0,10000.0,1812.5,58585.5,27.0,0.046086488977648055
86600,4272.5,13378.5,6523.0,2036.5,58610.5,30272.0,9996.5,1812.5,58582.5,28.0,0.04779584346861264
86700,4272.5,13376.5,6523.0,2037.0,58609.5,30273.5,10000.0,1813.0,58580.5,29.0,0.0495045279572554
86800,4273.5,13374.0,6523.0,2036.0,58614.5,30280.0,9998.5,1811.5,58584.0,30.5,0.05206199644954254
86900,4273.5,13374.0,6523.5,2035.0,58616.5,30279.0,9997.5,1810.5,58585.5,31.0,0.05291411697433665
87000,4273.5,13373.5,6523.5,2036.0,58611.5,30282.5,10000.0,1810.5,58585.0,26.5,0.04523342152428096
87100,4273.5,13373.5,6523.0,2036.0,58607.5,30279.5,10000.0,1811.5,58583.5,24.0,0.04096716652299709
87200,4273.5,13373.5,6523.0,2036.0,58611.5,30279.5,10000.0,1809.5,58583.5,28.0,0.04779502761016327
87300,4273.5,13372.5,6521.5,2036.0,58605.5,30277.5,10000.0,1808.5,58578.0,27.5,0.04694595240533989
87400,4273.5,13373.0,6522.0,2036.0,58610.5,30278.5,10000.0,1809.5,58580.0,30.5,0.052065551382724486
87500,4273.5,13374.0,6522.0,2036.0,58608.5,30276.5,10000.0,1809.5,58581.0,27.5,0.04694354824943241
87600,4273.0,13372.5,6522.0,2037.0,58604.5,30275.5,10000.0,1809.5,58576.5,28.0,0.04780073920428841
87700,4273.0,13371.5,6522.0,2036.0,58602.5,30276.0,10000.0,1810.5,58575.5,27.0,0.04609435685568199
87800,4272.5,13371.5,6522.5,2036.0,58605.5,30273.5,9997.0,1807.5,58574.0,31.5,0.05377812681394476
87900,4273.0,13371.5,6522.5,2036.5,58600.0,30273.5,10000.0,1809.5,58577.0,23.0,0.03926455776157878
88000,4273.5,13371.5,6522.5,2036.0,58604.5,30275.5,10003.0,1807.5,58580.0,24.5,0.04182314783202458
88100,4274.5,13371.0,6522.5,2036.0,58606.5,30279.5,10000.0,1810.5,58585.5,21.0,0.035845046982615154
88200,4274.5,13370.5,6523.0,2035.5,58611.5,30284.0,9997.0,1806.5,58586.5,25.0,0.0426719466088604
88300,4274.5,13369.0,6523.0,2036.5,58611.5,30285.5,10001.0,1807.5,58585.0,26.5,0.04523342152428096
88400,4274.5,13368.5,6523.0,2035.0,58615.5,30281.5,10000.0,1807.5,58584.5,31.0,0.052915020184519795
88500,4274.0,13368.0,6523.0,2036.0,58615.5,30281.0,10000.0,1807.5,58581.0,34.5,0.058892815076560655
88600,4274.0,13366.5,6523.0,2034.5,58616.5,30279.0,10001.5,1806.5,58579.5,37.0,0.06316202767179645
88700,4273.5,13366.5,6523.0,2036.0,58615.5,30279.5,9997.0,1808.5,58576.5,39.0,0.06657960103454458
88800,4273.5,13366.5,6523.0,2036.5,58612.5,30280.5,10000.0,1808.0,58576.5,36.0,0.06145809326265653
88900,4273.5,13367.0,6523.0,2036.0,58613.5,30280.5,9999.0,1808.5,58577.0,36.5,0.06231114601294023
89000,4274.0,13367.0,6523.0,2036.0,58621.5,30280.5,10001.0,1808.5,58580.0,41.5,0.0708432912256743
89100,4273.5,13367.5,6523.0,2036.5,58614.5,30279.0,10000.0,1808.5,58577.5,37.0,0.06316418420041825
89200,4273.5,13368.5,6523.0,2035.0,58617.5,30279.5,10000.0,1808.0,58578.5,39.0,0.06657732785919748
89300,4273.5,13370.0,6523.0,2036.5,58609.5,30279.0,10000.0,1807.5,58580.0,29.5,0.0503584841242745
89400,4273.5,13369.5,6524.0,2036.5,58614.5,30280.5,10000.0,1807.5,58582.5,32.0,0.054623821106985875
89500,4273.5,13369.5,6524.0,2036.0,58614.5,30281.5,10000.0,1807.5,58582.5,32.0,0.054623821106985875
89600,4273.5,13369.5,6524.0,2036.0,58617.5,30282.5,10000.0,1805.5,58582.5,35.0,0.0597448043357658
89700,4273.5,13369.0,6525.0,2036.0,58617.0,30285.5,10000.0,1807.5,58585.0,32.0,0.05462149014252795
89800,4273.0,13369.0,6525.0,2037.5,58619.5,30282.0,10001.5,1806.5,58582.0,37.5,0.06401283670752109
89900,4272.5,13369.5,6524.0,2036.0,58617.5,30281.5,10000.0,1807.5,58576.5,41.0,0.0699939395491366
90000,4272.5,13369.5,6524.0,2036.5,58621.5,30279.0,9998.5,1806.5,58576.5,45.0,0.07682261657832067
90100,4272.5,13369.0,6524.0,2035.0,58620.5,30276.5,9997.0,1805.5,58576.0,44.5,0.0759696804151871
90200,4273.0,13369.0,6525.0,2035.0,58629.5,30282.5,10001.0,1804.5,58582.0,47.5,0.08108292649619336
90300,4273.5,13369.0,6525.0,2036.5,58633.5,30283.5,10003.5,1806.5,58585.0,48.5,0.08278569599726893
90400,4273.0,13369.5,6524.5,2035.0,58626.5,30280.0,10000.0,1807.0,58581.0,45.5,0.07767023437633362
90500,4273.0,13369.0,6524.5,2036.0,58621.5,30280.5,10000.0,1809.0,58580.5,41.0,0.06998916021543004
90600,4272.5,13369.0,6524.0,2036.0,58618.5,30281.5,10000.0,1807.5,58576.0,42.5,0.07255531275607757
90700,4272.5,13368.5,6524.0,2036.0,58614.5,30279.0,10000.0,1807.5,58575.5,39.0,0.06658073768042952
90800,4272.5,13368.5,6524.0,2035.5,58606.5,30279.0,9997.0,1807.5,58575.5,31.0,0.052923150463931166
90900,4272.5,13368.5,6523.5,2035.5,58611.5,30278.0,10001.5,1806.0,58574.0,37.5,0.06402157954041042
91000,4272.5,13368.5,6524.0,2035.5,58609.0,30274.5,10003.0,1805.5,58575.5,33.5,0.057191146469086906
91100,4271.5,13368.5,6523.5,2035.5,58606.0,30272.0,10000.0,1804.5,58568.0,38.0,0.06488184674224833
91200,4271.5,13367.5,6523.0,2035.0,58594.5,30269.5,10000.0,1803.0,58565.5,29.0,0.04951720722951226
91300,4271.5,13367.5,6523.0,2035.0,58598.5,30271.0,10003.5,1801.0,58565.5,33.0,0.056347166847376014
91400,4271.5,13367.0,6522.0,2035.5,58593.5,30271.5,9999.0,1802.5,58562.0,31.5,0.053789146545541476
91500,4271.5,13368.5,6522.0,2035.5,58602.5,30272.0,10000.0,1803.5,58563.5,39.0,0.06659438045881821
91600,4271.5,13369.5,6522.0,2036.5,58604.5,30272.0,10000.0,1802.0,58564.5,40.0,0.06830076240726038
91700,4271.5,13370.0,6521.0,2036.0,58600.5,30270.0,10000.0,1804.5,58562.0,38.5,0.06574229022232847
91800,4271.5,13370.0,6521.0,2036.0,58607.5,30270.5,10002.0,1808.0,58562.0,45.5,0.07769543389911547
91900,4271.5,13370.5,6521.0,2036.5,58601.5,30269.5,10000.0,1809.5,58562.5,39.0,0.06659551760939168
92000,4271.5,13372.5,6521.0,2036.5,58603.5,30266.0,9999.0,1808.5,58564.5,39.0,0.06659324334707886
92100,4271.5,13372.5,6521.0,2035.5,58606.0,30269.0,10000.0,1808.5,58564.5,41.5,0.07086204099753263
92200,4271.5,13370.5,6521.0,2036.0,58606.5,30270.0,10003.5,1808.5,58562.5,44.0,0.07513340448239061
92300,4271.5,13370.0,6521.0,2035.5,58599.5,30269.5,10000.0,1808.5,58562.0,37.5,0.06403469826850176
92400,4271.5,13370.0,6521.0,2035.5,58602.5,30266.0,9998.5,1809.5,58562.0,40.5,0.0691574741299819
92500,4271.5,13369.5,6521.0,2035.5,58604.0,30268.5,9999.0,1809.5,58561.5,42.5,0.07257327766536036
92600,4271.5,13369.5,6521.0,2036.0,58603.5,30268.0,10000.0,1811.5,58561.5,42.0,0.07171947439870904
92700,4272.0,13369.5,6520.5,2035.0,58608.5,30272.0,10000.0,1812.0,58563.0,45.5,0.07769410720079231
92800,4272.5,13369.5,6520.5,2036.0,58613.5,30275.5,10000.0,1814.5,58566.0,47.5,0.08110507803162244
92900,4273.0,13371.5,6520.5,2036.5,58608.5,30271.0,10001.0,1813.5,58571.0,37.5,0.06402485871847842
93000,4273.0,13371.5,6520.5,2036.0,58606.5,30270.0,10000.0,1813.0,58571.0,35.5,0.06061019958682625
93100,4272.5,13370.5,6520.5,2035.0,58610.5,30267.5,9999.0,1811.5,58567.0,43.5,0.07427390851503406
93200,4273.0,13371.5,6520.5,2036.0,58610.5,30265.0,10001.5,1811.5,58571.0,39.5,0.06743951785013061
93300,4273.5,13371.0,6521.0,2035.0,58616.5,30268.0,9997.5,1810.5,58575.0,41.5,0.07084933845497227
93400,4273.5,13372.5,6522.0,2036.0,58619.5,30266.0,10000.0,1812.5,58579.5,40.0,0.06828327315869887
93500,4273.5,13373.5,6522.0,2037.0,58621.5,30265.5,10000.0,1817.5,58580.5,41.0,0.06998916021543004
93600,4272.5,13373.0,6521.5,2036.0,58614.5,30264.0,9996.5,1816.5,58572.5,42.0,0.0717060053779504
93700,4273.0,13372.5,6523.0,2036.5,58623.5,30268.0,10001.0,1819.5,58579.5,44.0,0.07511160047456875
93800,4273.5,13371.5,6522.5,2035.5,58625.0,30269.5,9997.0,1815.5,58580.0,45.0,0.07681802663024924
93900,4273.5,13371.5,6522.5,2036.0,58631.5,30271.0,10000.0,1815.5,58580.0,51.5,0.08791396381017412
94000,4273.5,13373.0,6522.0,2036.5,58628.5,30270.0,9998.5,1816.5,58580.0,48.5,0.08279276203482418
94100,4273.5,13373.0,6522.0,2036.5,58624.5,30267.5,10000.0,1815.5,58580.0,44.5,0.07596449300102424
94200,4273.5,13373.5,6522.0,2035.5,58620.5,30265.0,9998.5,1815.0,58580.5,40.0,0.06828210752724882
94300,4272.5,13373.5,6523.0,2036.5,58619.5,30266.5,10000.0,1816.5,58577.5,42.0,0.07169988476804234
94400,4272.5,13373.5,6522.5,2036.5,58610.0,30264.0,10001.0,1816.5,58576.0,34.0,0.058044250204862056
94500,4272.5,13371.5,6522.5,2036.0,58603.5,30260.0,10000.0,1813.5,58574.0,29.5,0.05036364257178953
94600,4272.5,13369.5,6522.5,2036.5,58601.5,30255.5,10000.0,1814.0,58572.0,29.5,0.0503653622891484
94700,4272.5,13368.0,6522.0,2036.5,58601.5,30256.5,10000.0,1820.0,58569.0,32.5,0.05549010568730899
94800,4272.5,13364.0,6522.0,2035.5,58601.0,30257.5,10000.0,1816.5,58565.0,36.0,0.06147016135917356
94900,4272.5,13360.5,6522.0,2035.5,58598.5,30256.5,10003.0,1819.5,58561.5,37.0,0.06318144173219607
95000,4272.5,13358.5,6521.5,2035.5,58605.5,30254.5,10000.0,1817.5,58558.0,47.5,0.08111615833874108
95100,4272.5,13360.5,6521.5,2036.5,58600.5,30251.5,10000.0,1816.5,58560.0,40.5,0.06915983606557377
95200,4272.5,13359.5,6521.5,2036.0,58600.5,30250.0,10000.0,1816.5,58559.0,41.5,0.07086869652828771
95300,4272.5,13358.5,6520.5,2035.0,58594.5,30251.0,10000.0,1816.0,58555.0,39.5,0.06745794552130477
95400,4272.5,13360.0,6520.5,2035.0,58595.0,30252.0,10000.0,1815.0,58556.5,38.5,0.06574846515758286
95500,4272.5,13359.5,6520.5,2035.0,58598.5,30251.0,10000.0,1814.0,58556.0,42.5,0.0725800942687342
95600,4272.5,13360.5,6520.5,2036.0,58604.0,30252.0,9996.5,1814.5,58557.0,47.0,0.08026367471011152
95700,4271.5,13359.5,6519.5,2035.5,58593.5,30247.5,10003.0,1816.5,58547.0,46.5,0.07942336925888603
95800,4272.0,13360.0,6519.5,2035.5,58593.5,30247.5,9997.0,1814.5,58550.5,43.0,0.0734408758251424
95900,4271.5,13361.5,6519.5,2036.5,58598.5,30244.5,10001.0,1815.0,58549.0,49.5,0.08454456950588396
96000,4271.5,13360.5,6518.5,2036.5,58600.5,30242.5,10000.0,1815.5,58545.0,55.5,0.09479887266205483
96100,4271.5,13362.5,6519.0,2035.5,58600.5,30242.5,9999.0,1815.5,58548.5,52.0,0.088815255728157
96200,4271.5,13362.5,6519.0,2036.5,58596.5,30245.5,9999.0,1815.5,58548.5,48.0,0.08198331297983723
96300,4271.5,13362.5,6519.0,2036.0,58593.5,30245.0,10000.0,1815.5,58548.5,45.0,0.0768593559185974
96400,4271.5,13362.0,6519.0,2035.5,58589.5,30245.5,10000.0,1817.0,58548.0,41.5,0.0708820113411218
96500,4271.5,13362.5,6518.5,2036.5,58590.5,30246.5,10000.0,1816.0,58547.0,43.5,0.07429928091960306
96600,4271.5,13364.0,6518.0,2037.0,58586.5,30247.5,10002.0,1816.0,58547.0,39.5,0.06746716313389242
96700,4272.0,13364.5,6517.5,2035.0,58583.5,30246.0,10000.0,1814.0,58549.0,34.5,0.058925002988949426
96800,4271.5,13364.0,6517.5,2036.5,58585.5,30242.0,10000.0,1814.5,58545.5,40.0,0.06832292832070783
96900,4271.5,13365.0,6517.5,2036.0,58581.5,30241.5,9997.0,1815.5,58546.5,35.0,0.05978154116813132
97000,4271.5,13364.0,6517.5,2036.0,58582.5,30242.5,9999.0,1815.5,58545.5,37.0,0.06319870869665474
97100,4271.5,13365.0,6517.5,2035.0,58584.5,30240.0,10000.0,1816.0,58546.5,38.0,0.06490567326825686
97200,4271.0,13365.5,6518.0,2034.5,58587.5,30239.0,10000.0,1814.5,58545.5,42.0,0.07173907473674322
97300,4271.5,13366.0,6519.0,2037.5,58593.5,30243.5,10000.0,1814.5,58552.0,41.5,0.07087716901216014
97400,4271.0,13365.5,6520.0,2037.5,58595.5,30246.0,10000.0,1817.0,58551.5,44.0,0.0751475197048752
97500,4271.0,13365.5,6520.0,2036.0,58596.5,30244.0,10000.0,1814.5,58551.5,45.0,0.076855417879986
97600,4271.0,13365.5,6520.0,2035.5,58598.5,30245.5,10002.0,1817.0,58551.5,47.0,0.0802712142302076
97700,4271.0,13364.0,6519.0,2036.0,58591.5,30244.5,10000.0,1816.5,58547.0,44.5,0.07600731036603071
97800,4271.5,13363.5,6519.0,2035.0,58583.5,30247.5,10000.0,1815.0,58549.5,34.0,0.05807052152452198
97900,4271.5,13363.5,6519.0,2036.0,58575.5,30242.0,10003.5,1815.5,58549.5,26.0,0.04440686940110505
98000,4271.0,13363.5,6518.5,2036.0,58569.0,30245.5,10000.0,1815.5,58545.0,24.0,0.04099410709710479
98100,4270.5,13364.5,6518.5,2035.0,58569.5,30248.0,10001.5,1815.0,58543.0,26.5,0.04526587294808944
98200,4270.5,13364.5,6518.5,2036.0,58569.5,30246.0,10000.0,1815.5,58543.0,26.5,0.04526587294808944
98300,4270.5,13364.5,6518.5,2034.5,58565.5,30247.0,9996.5,1815.5,58543.0,22.5,0.038433288352151415
98400,4270.5,13364.5,6519.0,2036.0,58563.5,30247.5,10000.0,1816.5,58544.5,19.0,0.03245394528948065
98500,4270.5,13364.0,6518.5,2036.0,58564.5,30246.5,9997.0,1817.5,58542.5,22.0,0.03757953623435965
98600,4270.5,13367.5,6518.5,2036.0,58561.5,30242.5,10000.0,1815.5,58546.0,15.5,0.0264749086188638
98700,4269.5,13367.0,6518.0,2036.0,58561.5,30241.5,10000.0,1814.5,58538.0,23.5,0.04014486316580682
98800,4269.5,13367.0,6520.0,2036.0,58573.5,30243.5,10000.0,1813.5,58544.0,29.5,0.05038945066958185
98900,4270.0,13367.5,6520.0,2036.5,58576.0,30243.5,10000.0,1814.5,58547.5,28.5,0.04867842350228447
99000,4270.5,13367.5,6520.0,2036.5,58583.5,30248.5,10000.0,1810.5,58550.5,33.0,0.056361602377434865
99100,4269.5,13366.5,6520.0,2036.0,58580.5,30248.0,10000.0,1812.5,58543.5,37.0,0.06320086773083262
99200,4269.5,13366.5,6520.0,2036.0,58587.5,30250.5,10000.0,1812.5,58543.5,44.0,0.07515778865288204
99300,4269.5,13366.5,6520.0,2037.5,58585.0,30247.0,9997.0,1815.0,58543.5,41.5,0.0708874597521501
99400,4269.5,13366.5,6519.0,2036.5,58575.5,30244.0,9999.0,1814.5,58540.5,35.0,0.05978766836634467
99500,4269.5,13365.5,6518.5,2036.0,58577.5,30243.0,9996.5,1816.0,58538.0,39.5,0.06747753595954764
99600,4269.5,13366.5,6518.0,2036.0,58573.5,30238.5,10000.0,1816.5,58537.5,36.0,0.06149903907751442
99700,4269.5,13367.5,6517.0,2036.0,58574.5,30235.0,10000.0,1815.0,58535.5,39.0,0.06662623536144732
99800,4269.5,13367.5,6517.5,2036.0,58573.0,30235.5,9999.0,1815.5,58537.0,36.0,0.06149956437808565
99900,4268.5,13367.0,6516.0,2036.0,58563.5,30233.0,10001.0,1817.5,58526.0,37.5,0.0640740867306838
100000,4268.5,13370.0,6515.5,2036.5,58561.5,30230.5,10003.0,1818.5,58527.5,34.0,0.05809234975011747
100100,4268.5,13371.5,6514.0,2036.5,58556.5,30228.5,9997.0,1817.5,58524.5,32.0,0.054677955386205776
100200,4268.5,13372.5,6514.5,2036.5,58553.5,30231.0,9998.5,1817.5,58527.0,26.5,0.04527824764638543
100300,4268.5,13370.5,6514.5,2036.5,58557.5,30231.5,10000.0,1818.5,58525.0,32.5,0.055531824006834686
100400,4268.5,13369.5,6515.0,2036.0,58559.5,30229.0,10003.5,1820.5,58525.5,34.0,0.05809433494801411
100500,4268.5,13369.5,6515.0,2036.5,58558.5,30228.0,10001.5,1820.0,58525.5,33.0,0.05638567803777841
100600,4268.5,13370.5,6514.5,2036.5,58560.5,30228.5,10003.0,1821.5,58525.0,35.5,0.060657838530542504
100700,4268.5,13370.5,6513.5,2036.0,58553.5,30226.0,10001.5,1822.0,58522.0,31.5,0.053825911622979394
100800,4268.5,13370.5,6514.0,2036.0,58554.5,30225.0,10000.0,1821.0,58523.5,31.0,0.052970174374396606
100900,4268.5,13370.5,6513.5,2037.5,58551.5,30223.0,10000.0,1821.0,58522.0,29.5,0.05040839342469499
101000,4268.5,13371.5,6513.0,2036.5,58550.5,30218.5,10000.0,1820.5,58521.5,29.0,0.04955443725810173
101100,4267.5,13371.5,6513.0,2036.5,58548.5,30215.0,10000.0,1821.5,58515.5,33.0,0.056395314062086116
101200,4267.5,13374.0,6513.0,2036.5,58547.5,30213.5,10003.5,1821.0,58518.0,29.5,0.05041183909224512
101300,4267.5,13375.5,6512.5,2036.5,58550.5,30213.0,10000.0,1821.0,58518.0,32.5,0.05553846679654124
101400,4267.5,13375.5,6514.0,2037.5,58556.5,30214.5,10000.0,1822.5,58522.5,34.0,0.05809731299927379
101500,4267.5,13375.5,6515.5,2037.5,58564.5,30214.5,10000.0,1823.5,58527.0,37.5,0.06407299195243221
101600,4267.5,13373.5,6515.5,2036.5,58569.5,30211.0,10000.0,1821.5,58525.0,44.5,0.07603588210166595
101700,4268.0,13373.5,6514.5,2036.5,58570.5,30206.5,10000.0,1822.0,58525.0,45.5,0.07774455360956856
101800,4267.5,13373.5,6514.0,2036.5,58566.5,30205.5,9997.0,1821.5,58520.5,46.0,0.0786049333139669
101900,4267.5,13373.0,6515.0,2035.5,58571.5,30206.0,9999.0,1820.5,58523.0,48.5,0.08287340020163013
102000,4267.5,13372.5,6515.0,2036.5,58572.5,30204.5,10001.0,1820.5,58522.5,50.0,0.08543722499893203
102100,4267.5,13372.5,6515.0,2036.5,58572.5,30205.0,10000.0,1822.0,58522.5,50.0,0.08543722499893203
102200,4268.5,13372.5,6515.5,2036.5,58574.5,30211.0,10000.0,1823.5,58530.0,44.5,0.07602938663933026
102300,4268.0,13372.0,6514.0,2037.0,58568.5,30206.5,10000.0,1823.0,58522.0,46.5,0.07945729811011244
102400,4267.5,13372.0,6514.0,2036.5,58569.5,30210.0,9998.5,1823.0,58519.0,50.5,0.0862967583178113
102500,4267.5,13372.5,6515.0,2036.0,58571.0,30212.0,9997.0,1822.0,58522.5,48.5,0.08287410824896407
102600,4268.0,13373.5,6513.5,2037.5,58561.5,30212.5,10000.0,1824.0,58522.0,39.5,0.06749598441611701
102700,4268.5,13374.5,6513.5,2036.5,58568.5,30215.5,9997.0,1823.5,58526.0,42.5,0.07261729829477498
102800,4268.0,13374.5,6513.0,2036.5,58569.5,30211.5,10001.0,1824.5,58521.5,48.0,0.08202113753065113
102900,4267.5,13375.5,6513.0,2036.5,58562.5,30211.0,10000.0,1824.0,58519.5,43.0,0.0734797802441921
103000,4267.5,13375.5,6513.0,2036.5,58564.0,30213.5,10000.0,1824.5,58519.5,44.5,0.07604302839224532
103100,4267.5,13375.5,6512.0,2036.5,58562.5,30212.5,10000.0,1824.5,58516.5,46.0,0.07861030649474934
103200,4266.5,13374.5,6512.0,2036.5,58553.5,30208.0,10000.0,1827.0,58509.5,44.0,0.07520146301028038
103300,4267.5,13374.0,6511.5,2036.5,58562.5,30214.0,10000.0,1824.5,58513.5,49.0,0.0837413588317226
103400,4267.5,13373.5,6511.5,2036.5,58562.5,30214.5,10003.0,1818.5,58513.0,49.5,0.08459658537419035
103500,4267.5,13373.0,6511.5,2036.5,58564.5,30214.5,10001.0,1820.5,58512.5,52.0,0.08886989959410382
103600,4267.5,13373.5,6513.0,2036.5,58567.5,30220.0,10003.5,1819.5,58517.5,50.0,0.08544452514205153
103700,4267.5,13373.5,6513.0,2036.5,58564.5,30220.0,10000.0,1818.5,58517.5,47.0,0.08031785363352843
103800,4266.5,13373.5,6512.0,2036.5,58558.5,30217.5,10000.0,1819.5,58508.5,50.0,0.08545766854388678
103900,4267.0,13373.5,6512.0,2035.5,58562.5,30219.5,9998.0,1821.5,58511.5,51.0,0.0871623526998966
104000,4267.5,13374.5,6512.5,2036.5,58571.5,30225.5,10000.0,1821.5,58517.0,54.5,0.09313532819522533
104100,4267.5,13375.0,6512.5,2036.5,58572.5,30221.5,9997.0,1820.5,58517.5,55.0,0.09398897765625668
104200,4266.5,13375.5,6512.0,2037.5,58574.5,30221.5,10000.0,1821.0,58510.5,64.0,0.10938207672127225
104300,4266.5,13375.5,6512.5,2036.5,58575.5,30222.0,9998.5,1820.0,58512.0,63.5,0.10852474706043204
104400,4266.5,13376.0,6513.0,2036.5,58579.5,30223.0,10003.5,1818.5,58514.0,65.5,0.11193902313976142
104500,4267.0,13377.0,6513.0,2036.5,58582.5,30225.5,10000.0,1818.5,58518.0,64.5,0.11022249564236646
104600,4267.5,13378.5,6513.0,2036.0,58581.5,30228.0,10000.0,1818.0,58522.5,59.0,0.1008159254987398
104700,4267.5,13376.5,6512.5,2036.5,58583.5,30228.0,10001.5,1819.5,58519.0,64.5,0.11022061210888771
104800,4267.5,13376.5,6513.0,2037.5,58584.5,30225.5,10001.0,1820.5,58520.5,64.0,0.10936338548030178
104900,4267.0,13377.5,6513.0,2037.5,58580.5,30225.0,10001.0,1821.5,58518.5,62.0,0.10594940061689893
105000,4267.5,13373.5,6512.5,2036.0,58576.5,30223.5,10000.0,1820.0,58516.0,60.5,0.10339052566819332
105100,4267.5,13372.5,6512.0,2036.0,58578.5,30219.0,10000.0,1819.5,58513.5,65.0,0.11108547600126467
105200,4267.5,13372.5,6511.5,2036.5,58576.5,30215.0,10003.0,1818.5,58512.0,64.5,0.11023379819524201
105300,4266.5,13372.5,6511.0,2036.0,58566.5,30210.0,9997.0,1818.0,58504.5,62.0,0.10597475407874608
105400,4266.0,13373.5,6511.0,2036.5,58561.0,30201.0,10000.0,1820.5,58502.5,58.5,0.09999572667834708
105500,4265.5,13373.5,6511.0,2037.0,58562.5,30201.5,10002.0,1821.0,58499.5,63.0,0.10769322814724912
105600,4266.0,13373.0,6510.5,2036.5,58558.5,30202.0,10000.0,1820.5,58500.5,58.0,0.09914445175682259
105700,4265.5,13373.0,6510.5,2036.5,58553.5,30206.0,9998.5,1821.5,58497.5,56.0,0.0957305867772127
105800,4265.5,13373.5,6510.0,2036.0,58551.5,30201.0,10000.0,1820.5,58496.5,55.0,0.09402271930799279
105900,4265.5,13372.5,6511.0,2037.5,58549.5,30199.5,10003.0,1820.5,58498.5,51.0,0.087181722608272
106000,4265.0,13373.0,6511.5,2036.0,58549.5,30198.5,10000.0,1817.5,58497.5,52.0,0.0888926877216975
106100,4265.0,13373.5,6511.0,2036.0,58552.5,30198.5,10000.0,1816.5,58496.5,56.0,0.09573222329541084
106200,4265.0,13373.5,6511.0,2036.5,58546.5,30199.0,9999.0,1815.5,58496.5,50.0,0.08547519937090253
106300,4265.5,13375.0,6511.0,2036.5,58544.5,30199.5,10003.0,1814.5,58501.0,43.5,0.0743577032871233
106400,4264.5,13374.5,6510.5,2036.5,58539.5,30197.0,10000.0,1815.5,58493.0,46.5,0.0794966919118527
106500,4264.5,13374.0,6510.5,2037.5,58537.5,30193.5,10000.0,1817.5,58492.5,45.0,0.07693294012052827
106600,4264.5,13373.5,6510.5,2036.5,58535.5,30196.5,9998.5,1815.0,58492.0,43.5,0.07436914449839295
106700,4265.0,13373.0,6510.5,2036.0,58531.0,30201.5,9999.0,1814.5,58494.5,36.5,0.062399028968535504
106800,4265.0,13372.0,6510.5,2036.5,58530.5,30202.5,9999.0,1816.5,58493.5,37.0,0.06325489156914871
106900,4265.5,13371.5,6512.0,2036.5,58538.5,30203.5,10000.0,1816.5,58500.5,38.0,0.06495670977171136
107000,4264.5,13370.5,6512.0,2036.5,58541.5,30202.5,10000.0,1814.5,58493.5,48.0,0.08206039987349022
107100,4265.5,13370.5,6512.0,2036.0,58548.5,30205.5,9998.5,1814.5,58499.5,49.0,0.08376139967008266
107200,4266.5,13370.5,6512.0,2036.5,58552.5,30207.5,9999.0,1815.5,58505.5,47.0,0.08033432754185503
107300,4266.5,13370.5,6512.5,2035.5,58559.5,30210.0,9998.0,1815.5,58507.0,52.5,0.08973285247919052
107400,4266.5,13371.5,6513.0,2036.0,58560.5,30209.0,10000.0,1817.5,58509.5,51.0,0.08716533212555226
107500,4266.5,13371.5,6513.0,2035.0,58564.5,30212.5,10003.0,1818.0,58509.5,55.0,0.09400182876285049
107600,4266.5,13370.5,6512.5,2036.5,58562.5,30209.5,10000.0,1818.5,58507.0,55.5,0.09486044404942998
107700,4267.0,13369.5,6512.0,2036.0,58558.5,30207.0,10000.0,1818.0,58507.5,51.0,0.08716831175490322
107800,4267.0,13367.5,6512.0,2036.0,58555.5,30208.0,10000.0,1817.5,58505.5,50.0,0.08546205057644153
107900,4267.5,13367.5,6511.5,2036.0,58555.0,30207.0,9999.0,1821.0,58507.0,48.0,0.08204146512383134
108000,4267.5,13367.5,6510.5,2036.5,58554.5,30207.5,10000.0,1817.5,58504.0,50.5,0.08631888417885956
108100,4267.5,13366.5,6510.0,2036.0,58549.5,30205.5,10000.0,1820.0,58501.5,48.0,0.08204917822619932
108200,4267.5,13365.5,6510.0,2036.5,58551.5,30205.5,9999.0,1818.5,58500.5,51.0,0.08717874206203366
108300,4267.5,13365.5,6510.0,2036.5,58548.5,30207.0,10000.0,1819.5,58500.5,48.0,0.08205058076426697
108400,4267.0,13365.5,6510.5,2035.5,58546.5,30209.0,9996.5,1822.0,58499.0,47.5,0.08119796919605464
108500,4267.0,13365.5,6510.0,2036.5,58546.5,30209.5,10000.0,1822.5,58497.5,49.0,0.08376426343006112
